ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
CHEMBL253702;cxcr1_human;Human;No;1;Funct;5.96;5.96;5.96;p(-log);460;6;3;9;1.4;CC1=CC=C(O1)C(C2(CC2)C)NC3=C(NS(=O)(=O)N3)N=C4C=CC=C(C4=O)C(=O)N(C)C
CHEMBL2058071;ccr3_human;Human;No;1;Funct;8.31;8.31;8.31;p(-log);546;5;2;6;5.4;C1CC(N(C1)C(=O)NC2CC3CCC(C2)N3CC4=CC5=C(C=C4)C=C(C=C5)F)C(=O)NC6=CC=CC=C6[N+](=O)[O-]
CHEMBL2326632;ccr4_human;Human;No;2;Funct;6.00;6.70;7.40;p(-log);523;8;2;8;4.2;CC(=O)NCC1=CC=CC(=C1)CN2C3=CC(=CC(=C3C(=N2)NS(=O)(=O)C4=CC=C(S4)Cl)OC)F
CHEMBL180728;ccr3_human;Human;No;1;Funct;8.52;8.52;8.52;p(-log);534;8;2;9;4.9;CCC1=CC(=CC(=C1)C2=NN=NN2C)NC(=O)NCC3CN(CCC3C(F)(F)F)CCC4=CC=C(C=C4)F
CHEMBL2391795;q9jly8_rat;Rat;No;1;Funct;6.94;6.94;6.94;p(-log);473;7;3;6;3.5;C1CC1NC(=O)C2=C(C=C(C=C2)O)OCC(CN3CCC4(CC3)CC5=C(O4)C=CC(=C5)Cl)O
CHEMBL2391795;ccr1_human;Human;No;1;Funct;8.85;8.85;8.85;p(-log);473;7;3;6;3.5;C1CC1NC(=O)C2=C(C=C(C=C2)O)OCC(CN3CCC4(CC3)CC5=C(O4)C=CC(=C5)Cl)O
CHEMBL480621;ccr2_human;Human;No;2;Funct;7.76;7.94;8.11;p(-log);534;9;4;8;2.8;CC(=O)NC1=CC=C(C=C1)CNC2CC(CCC2NC(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)N(C)C
CHEMBL2096695;ccr3_human;Human;No;1;Funct;7.54;7.54;7.54;p(-log);454;7;2;4;5.4;COC1=CC=CC(=C1)NC(=O)NC2CCCCC2CN3CCCC(C3)CC4=CC=C(C=C4)F
CHEMBL193354;ccr3_human;Human;No;1;Funct;7.44;7.44;7.44;p(-log);511;6;1;4;5.6;C1CC(CN(C1)C2CCN(CC2)CC3=CC(=C(C=C3)Cl)Cl)CNC(=O)C4=CC=CC5=C4N=CC=C5
CHEMBL600017;ccr4_human;Human;No;1;Funct;6.71;6.71;6.71;p(-log);386;5;0;6;2.8;CC1=C(C(=O)OC2=C1C=CC(=C2)OCCN3CCCCC3)N4CCN(CC4)C
CHEMBL125132;ccr3_human;Human;No;1;Funct;7.31;7.31;7.31;p(-log);455;7;3;4;4.6;C1CN(CCC1CC2=CC=CC=C2)CC(C3=CC=CC=C3NC(=O)NC4=CC=CC(=C4)C#N)O
CHEMBL253051;cxcr2_human;Human;No;1;Funct;8.32;8.32;8.32;p(-log);418;7;3;7;3.7;CCC(C1=CC=C(O1)Cl)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL253051;cxcr1_human;Human;No;1;Funct;6.56;6.56;6.56;p(-log);418;7;3;7;3.7;CCC(C1=CC=C(O1)Cl)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL1681856;cxcr3_human;Human;No;1;Funct;7.57;7.57;7.57;p(-log);621;7;1;5;6.7;CC1(CCN(CC1)CC2=CC=C(C=C2)Cl)N3CCN(CC3)C4=C(C=C(C=N4)C(=O)NCC5=CC(=C(C=C5)Cl)Cl)Cl
CHEMBL232656;q9jly8_rat;Rat;Yes;1;Funct;7.23;7.23;7.23;p(-log);435;6;2;5;2.5;CC1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F
CHEMBL232656;ccr1_mouse;Mouse;Yes;2;Funct;6.21;6.46;6.70;p(-log);435;6;2;5;2.5;CC1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F
CHEMBL232656;ccr1_human;Human;Yes;7;Funct;7.51;8.30;9.00;p(-log);435;6;2;5;2.5;CC1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F
CHEMBL249414;ccr2_human;Human;No;1;Funct;5.19;5.19;5.19;p(-log);487;7;1;3;6.3;COC1=CC=C(C=C1)C2CCN(CC2)CC3CCC(C3)NC(=O)C=CC4=CC(=CC(=C4)Cl)Cl
CHEMBL1078072;ccr5_human;Human;Yes;1;Funct;7.62;7.62;7.62;p(-log);526;7;0;5;5.2;CCCCC1C2(CCN(CC2)C3CCN(CC3)C(=O)C4=C(C=CC=C4C)C)OC(=O)N1CC5CCOCC5
CHEMBL428594;ccr2_human;Human;No;1;Funct;8.52;8.52;8.52;p(-log);559;6;1;9;7.2;CC(C)C1(CCC(C1)N2CCC(CC2)C3=CC=C(C=C3)F)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL105779;ccr5_mouse;Mouse;Yes;1;Funct;7.48;7.48;7.48;p(-log);599;9;0;6;6.3;CCOC(=O)CON=C(C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=CC=C3C)C)C)C4=CC=C(C=C4)Br
CHEMBL3814037;ccr9_human;Human;No;2;Funct;5.59;6.01;6.42;p(-log);343;4;1;3;5.0;CC(C)(C)C1=CC=C(C=C1)CN2C(=CC3=CC(=NC=C32)Cl)C(=O)O
CHEMBL1096764;ccr5_human;Human;No;1;Funct;8.52;8.52;8.52;p(-log);488;7;1;3;5.5;CC1=C(C(=CC=C1)C)C(=O)N2CC3CN(CC3C2)CCC(C4=CC=CC=C4)NC(=O)C5CCCCC5
CHEMBL1926873;ccr5_human;Human;No;1;Funct;7.30;7.30;7.30;p(-log);542;10;1;5;6.1;CC(CCNC(=O)C1=C(C=NC=C1Cl)Cl)N2CCC(CC2)N(CC3=CC=CC=C3)C4=CC=C(C=C4)OC
CHEMBL3715285;cxcr5_human;Human;No;1;Funct;6.70;6.70;6.70;p(-log);353;4;2;4;4.1;CC=CC1=C(C=CC=C1C)C(=O)NC2(CC3=C(C2)C=C(C=C3)F)C(=O)O
CHEMBL368183;ccr5_human;Human;No;1;Funct;9.00;9.00;9.00;p(-log);569;10;1;5;4.6;CN1C(=C(C=N1)CCC2=CC=CC=C2)C3CCN(CC3)CC4CN(CC4C5=CC=CC=C5)C(C6CCCCC6)C(=O)O
CHEMBL3310785;cxcr2_human;Human;No;1;Funct;5.89;5.89;5.89;p(-log);391;7;1;7;2.3;CCOC(=O)C1CC1C2=C(C(=O)N=C(N2)SCC3=C(C(=CC=C3)F)F)C#N
CHEMBL1834632;ccr2_human;Human;No;2;Funct;8.22;8.37;8.52;p(-log);516;6;3;9;4.8;C1CC(CCC1C2=CC3=C(C=C2)OCO3)N4CC(C4)NC(=O)CNC5=NNC6=C5C=C(C=C6)C(F)(F)F
CHEMBL1700182;ccr6_human;Human;Yes;1;Funct;4.61;4.61;4.61;p(-log);387;4;0;4;1.7;CCOC(=O)N1CCN(CC1)C(=O)C2CCN(CC2)C(=O)C3=CC=CC=C3C
CHEMBL430005;cxcr3_human;Human;No;1;Funct;6.59;6.59;6.59;p(-log);396;5;2;3;3.3;CC(=O)C1=CC(=CC=C1)NC(=O)NC2CCN(CC2)CC3=CCC4CC3C4(C)C
CHEMBL3679649;ccr1_human;Human;No;1;Funct;6.24;6.24;6.24;p(-log);499;5;3;4;4.7;CC1(CN(CCC1(C2=CC=C(C=C2)Cl)O)C(=O)C3CCCCC3NC(=O)C(C4=CC=CC=C4)O)C
CHEMBL271075;ccr5_human;Human;Yes;1;Funct;7.82;7.82;7.82;p(-log);521;8;1;4;5.5;CC1=NN=C(N1C2CC3CCC(C2)N3CCCN(C4=CC=CC=C4)C(=O)NC5=CC(=CC=C5)Cl)C(C)C
CHEMBL449674;ccr2_human;Human;No;1;Funct;6.22;6.22;6.22;p(-log);758;14;5;11;6.3;CC(C)(C)OC(=O)NC1=C(C=C(C=C1)C(F)(F)F)C(=O)NCC(=O)NC2CC(CCC2NC(=O)C3=CC=C(C=C3)SC)NC(=O)OCC4=CC=CC=C4
CHEMBL3754549;ccr2_human;Human;No;1;Funct;5.47;5.47;5.47;p(-log);251;2;1;2;4.3;CC1(CCCC=C1C(=O)O)C2=CC=C(C=C2)Cl
CHEMBL221638;ccr8_human;Human;No;1;Funct;6.70;6.70;6.70;p(-log);523;9;3;6;3.1;CC1=CC=CC=C1C(=O)NC2=CC=C(C3=CC=CC=C32)S(=O)(=O)NC4CCN(CC4)C(=O)CCCCN
CHEMBL255511;ccr2_human;Human;No;1;Funct;7.39;7.39;7.39;p(-log);585;7;2;10;4.4;CC(C)C1(CCC(C1)N2CCC(CC2)C3=CC=CC(=C3)C(=O)O)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL39835;cxcr2_human;Human;No;1;Funct;5.92;5.92;5.92;p(-log);306;5;2;6;2.2;C1=CC(=CC=C1NC(=O)C2=CN=C(C=C2)SCC(=O)O)F
CHEMBL3588870;ccr2_mouse;Mouse;No;1;Funct;5.38;5.38;5.38;p(-log);639;8;1;11;6.6;COC1=CC2=C(C=C1)C3(CCN(CC3)CCC(C4=CC=C(C=C4)F)C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F)OCC2
CHEMBL3588870;ccr2_human;Human;No;1;Funct;6.79;6.79;6.79;p(-log);639;8;1;11;6.6;COC1=CC2=C(C=C1)C3(CCN(CC3)CCC(C4=CC=C(C=C4)F)C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F)OCC2
CHEMBL1762468;ccr5_human;Human;Yes;1;Funct;5.98;5.98;5.98;p(-log);639;11;1;10;6.5;CC(CCNC(=O)C1=C(C=NC=C1Cl)Cl)N2CCC(CC2)C(C3=CC=C(C=C3)C(F)(F)F)OC4=CC=CC(=N4)C(=O)OC
CHEMBL253255;cxcr2_human;Human;No;1;Funct;6.77;6.77;6.77;p(-log);454;8;3;8;2.5;CCC(C1=CC=C(O1)C(=O)N(C)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
CHEMBL3753826;ccr2_human;Human;No;1;Funct;6.94;6.94;6.94;p(-log);299;2;1;2;5.2;CC1CC=C(C(C1)(C)C2=CC(=CC(=C2)Cl)Cl)C(=O)O
CHEMBL2332935;ccr1_human;Human;No;3;Funct;8.70;9.19;9.44;p(-log);447;6;3;6;2.8;CC(=O)NC1=C(C=C(C=C1)O)OCC(CN2CCC3(CC2)CC4=C(O3)C=CC(=C4)Cl)O
CHEMBL3798104;ccr9_human;Human;No;1;Funct;7.24;7.24;7.24;p(-log);498;6;1;6;5.1;CC1=NC(=CC=C1)CN2C(=O)C3=C(C=CC(=C3C2=O)Cl)NS(=O)(=O)C4=CC=C(C=C4)C(C)(C)C
CHEMBL1809012;cxcr3_mouse;Mouse;No;1;Funct;7.40;7.40;7.40;p(-log);473;2;4;4;1.2;C1CN(CC(C1O)O)C(=O)C2CN(C3CC4=CNC5=CC=CC(=C45)C3=C2)C(=O)NC6=CC=CC=C6
CHEMBL1809012;cxcr3_human;Human;No;2;Funct;6.70;7.00;7.30;p(-log);473;2;4;4;1.2;C1CN(CC(C1O)O)C(=O)C2CN(C3CC4=CNC5=CC=CC(=C45)C3=C2)C(=O)NC6=CC=CC=C6
CHEMBL240037;ccr5_human;Human;Yes;2;Funct;4.85;4.85;4.85;p(-log);422;6;1;3;3.7;CN(C1=NCCN1)N=CC2=C(C=CC(=C2)Br)OCC3=CC=C(C=C3)Cl
CHEMBL233552;cxcr2_human;Human;No;1;Funct;4.70;4.70;4.70;p(-log);316;2;3;4;1.7;C1CCC(C1)NC2=NS(=O)(=O)C3=C(N2)C(=CC(=C3)Cl)O
CHEMBL400172;ccr3_human;Human;No;1;Funct;8.54;8.54;8.54;p(-log);584;8;2;7;5.0;CC1=C(SC(=N1)NC(=O)NC2CCN(CC2CN3CCCC(C3)CC4=CC=C(C=C4)F)C(=O)C5CCCC5)C(=O)C
CHEMBL1172438;ccr5_human;Human;Yes;1;Funct;7.84;7.84;7.84;p(-log);560;10;1;5;4.3;COC1=CC=C(C=C1)CC(=O)N(CC=C)C2CCN(CC2)CC3CN(CC3(C4=CC=CC=C4)O)C(=O)C5CCCC5
CHEMBL3115108;ccr2_human;Human;No;2;Funct;7.50;7.51;7.51;p(-log);625;8;1;11;1.9;COC1COCCC1NC2CC3CN(CC3(C2)C(=O)N4CCC5=NC=C(C=C5C4)C(F)(F)F)C(=O)OCCC6CCOCC6
CHEMBL447808;ccr5_human;Human;Yes;1;Funct;7.16;7.16;7.16;p(-log);617;9;0;8;5.1;CCCCC1C(=O)N(CCC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C)CC5CCN(CC5)CC(F)F
CHEMBL1964407;ccr6_human;Human;Yes;1;Funct;4.48;4.48;4.48;p(-log);304;5;2;5;3.7;CCOC(=O)C=C(C)SC1=C(C2=CC=CC=C2C(=C1)O)O
CHEMBL403547;cxcr2_human;Human;No;1;Funct;8.64;8.64;8.64;p(-log);432;6;3;7;3.1;CC(C)(C)C(C1=CC=CO1)NC2=C(NS(=O)N2)N=C3C=CC=C(C3=O)C(=O)N(C)C
CHEMBL403547;cxcr1_human;Human;No;1;Funct;7.68;7.68;7.68;p(-log);432;6;3;7;3.1;CC(C)(C)C(C1=CC=CO1)NC2=C(NS(=O)N2)N=C3C=CC=C(C3=O)C(=O)N(C)C
CHEMBL249014;cxcr3_human;Human;No;1;Funct;6.14;6.14;6.14;p(-log);366;4;0;4;4.9;CC1(C2CC=C(C1C2)CN3CCC(CC3)N(C)C4=NC5=CC=CC=C5O4)C
CHEMBL3700573;cxcr3_human;Human;No;1;Funct;5.92;5.92;5.92;p(-log);547;11;1;6;2.4;CCC1=C(C=CC(=C1)CN(C2CC(C2)C(=O)O)C(C)C3=CC(=C(C=C3)Cl)Cl)OCCN4C(=O)CCC4=O
CHEMBL50094;ccr3_human;Human;No;1;Funct;7.40;7.40;7.40;p(-log);416;8;2;4;4.6;CSC1=CC=C(C=C1)NC(=O)NCCCN2CCC(CC2)CC3=CC=C(C=C3)F
CHEMBL397717;ccr2_mouse;Mouse;No;1;Funct;6.96;6.96;6.96;p(-log);739;9;2;11;7.8;CC1CN(CCC12C=CC3=CC=CC=C23)CCC(C4=CSC(=N4)NC(=O)C5CC6=CC=CC=C56)C(=O)NCC7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F
CHEMBL397717;ccr2_human;Human;No;1;Funct;7.44;7.44;7.44;p(-log);739;9;2;11;7.8;CC1CN(CCC12C=CC3=CC=CC=C23)CCC(C4=CSC(=N4)NC(=O)C5CC6=CC=CC=C56)C(=O)NCC7=CC(=CC(=C7)C(F)(F)F)C(F)(F)F
CHEMBL397845;ccr4_human;Human;No;1;Funct;6.21;6.21;6.21;p(-log);520;8;0;5;5.3;CN(C1CCN(CC1)CCCC2=CC=CC=C2)C(=O)C3CCCN3S(=O)(=O)C4=CC5=CC=CC=C5C=C4
CHEMBL105659;ccr5_human;Human;No;1;Funct;6.95;6.95;6.95;p(-log);537;12;0;4;6.7;CC(CCN1CCC(CC1)N(CC=C)C(=O)OCC2=CC=CC=C2)(CN3C=NC4=CC=CC=C43)C5=CC=CC=C5
CHEMBL2448120;ccr2_human;Human;No;2;Funct;5.51;5.86;6.20;p(-log);454;7;2;6;4.1;C1CC(N(C1)CC2=CC=C(C=C2)Cl)CNC(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F
CHEMBL183681;ccr2_human;Human;No;1;Funct;4.96;4.96;4.96;p(-log);400;7;2;3;3.4;C1CN(CCC1CNC(=O)CNC(=O)C2=CC=CC=C2)CC3=CC=C(C=C3)Cl
CHEMBL1782378;ccr2_human;Human;No;2;Funct;7.13;7.32;7.50;p(-log);514;6;0;10;2.5;CC(C)C1(CCC(C1)N(C)C2CCOCC2OC)C(=O)N3CCN(CC3)C4=NN=CC(=C4)C(F)(F)F
CHEMBL211106;ccr2_human;Human;No;1;Funct;5.97;5.97;5.97;p(-log);567;9;1;9;8.1;CC(CCN1CCC(CC1)C2=CC=CC=C2)(CNCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC=C(C=C4)F
CHEMBL2236474;ccr2_human;Human;No;1;Funct;8.00;8.00;8.00;p(-log);577;9;2;10;3.6;CCOC1CN(CC1NC(=O)CCC(=O)C2=CC(=CC=C2)C(F)(F)F)C3CCC(CC3)(C4=CC5=C(C=C4)OCO5)O
CHEMBL202086;cxcr3_human;Human;No;1;Funct;6.47;6.47;6.47;p(-log);566;8;3;5;4.7;CCNC(=O)N1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCCC3=CC=CC=C3F)NC(=O)C4=CC(=CC=C4)Cl
CHEMBL2180531;ccr1_human;Human;No;1;Funct;6.76;6.76;6.76;p(-log);459;5;2;3;3.9;CC(C)C(C(=O)N1CCC(CC1)(C2=CC=C(C=C2)Br)O)NC(=O)C3=CC=CC=C3
CHEMBL1343689;ccr6_human;Human;Yes;1;Funct;6.26;6.26;6.26;p(-log);291;2;2;3;3.8;CC1=C(OC2=CC=CC=C12)C(=O)NC3=NC4=CC=CC=C4N3
CHEMBL404841;cxcr3_human;Human;No;2;Funct;5.95;6.68;7.40;p(-log);604;12;0;9;4.2;CCOC1=CC=C(C=C1)N2C=C(N=C2C(C)N(CCS(=O)(=O)CC)C(=O)CN3C=CC(=N3)C(F)(F)F)C4=CC=CC=C4
CHEMBL366873;ccr5_human;Human;No;1;Funct;9.40;9.40;9.40;p(-log);617;12;1;7;4.6;CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC3CC3)C4CCN(CC4)CC5CN(CC5C6=CC(=CC=C6)F)C(C(=O)O)C(C)(C)C
CHEMBL1644082;cxcr4_human;Human;No;1;Funct;7.35;7.35;7.35;p(-log);373;5;2;5;2.3;C1CC(C2=C(C1)C=CC=N2)N(CC3=NC4=CC=CC=C4N3)C5=COC=C5CN
CHEMBL181789;ccr3_human;Human;No;1;Funct;6.48;6.48;6.48;p(-log);590;7;1;6;5.2;CS(=O)(=O)NCC1CN(CCC1CC2=CC(=C(C=C2)Cl)Cl)C3CCN(CC3)C(=O)C4=CC5=C(C=C4)N=CC=C5
CHEMBL358596;ccr1_human;Human;No;1;Funct;6.23;6.23;6.23;p(-log);370;6;1;4;3.1;C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(C#N)C3=CC=CC=N3
CHEMBL2314057;ccr2_human;Human;No;1;Funct;5.82;5.82;5.82;p(-log);436;3;1;6;4.3;C1CCC(CC1)NC2CC3CCCC3(C2)C(=O)N4CCC5=NC=C(C=C5C4)C(F)(F)F
CHEMBL1808998;cxcr3_mouse;Mouse;No;1;Funct;8.05;8.05;8.05;p(-log);431;4;3;3;1.7;CN(CCO)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C(=O)NC5=CC=CC=C5
CHEMBL1808998;cxcr3_human;Human;No;2;Funct;7.18;7.55;7.92;p(-log);431;4;3;3;1.7;CN(CCO)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C(=O)NC5=CC=CC=C5
CHEMBL2398733;ccr1_human;Human;No;2;Funct;8.05;8.10;8.15;p(-log);487;6;3;5;4.2;CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)C3=CC(=CC=C3)C(=O)O
CHEMBL3604501;ccr9_human;Human;No;1;Funct;5.44;5.44;5.44;p(-log);488;9;2;7;4.6;CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C3=NC=CN=C3NCCN(C)C
CHEMBL3697074;cxcr3_human;Human;No;1;Funct;7.12;7.12;7.12;p(-log);584;12;1;7;2.1;CC(C1=CC=C(C=C1)Cl)N(CC2CCC(CC2)C(=O)O)CC3=CC(=C(C=C3)OCCN4C(=O)C=CN(C4=O)C)OC
CHEMBL388487;ccr2_human;Human;No;2;Funct;8.77;8.97;9.16;p(-log);637;8;2;11;6.2;CC(=O)NC1=NC(=CS1)C(CCN2CCC3(CC2)C=CC4=CC=CC=C34)C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F
CHEMBL3701194;cxcr2_human;Human;No;1;Funct;6.48;6.48;6.48;p(-log);369;6;3;7;1.3;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CNC4=O
CHEMBL3701194;cxcr1_human;Human;No;1;Funct;5.18;5.18;5.18;p(-log);369;6;3;7;1.3;CC1=CC=C(O1)C(C2(COC2)C)NC3=C(C(=O)C3=O)NC4=CC=CNC4=O
CHEMBL172079;ccr5_human;Human;No;1;Funct;9.00;9.00;9.00;p(-log);631;12;1;7;5.1;CCN1C(=CC(=N1)CC2=CC=C(C=C2)OCC)C3CCN(CC3)CC4CN(CC4C5=CC(=CC=C5)F)C(C6CCCCC6)C(=O)O
CHEMBL3263267;ccr2_human;Human;No;1;Funct;5.66;5.66;5.66;p(-log);603;7;1;10;2.6;COC1COCCC1NC2CC3C(C2)(CCN3C(=O)OCC4=CC=CC=C4)C(=O)N5CCC6=NC=C(C=C6C5)C(F)(F)F
CHEMBL229316;ccr2_human;Human;No;1;Funct;8.89;8.89;8.89;p(-log);609;7;2;11;6.8;CC1CN(CCC12C=CC3=CC=CC=C23)CCC(C4=CSC(=N4)N)C(=O)NCC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F
CHEMBL102675;ccr5_human;Human;No;2;Funct;8.52;8.52;8.52;p(-log);451;9;2;5;2.2;CC(C(=O)O)N1CC(C(C1)C2=CC=CC=C2)CN3CCC(CC3)(CCCC4=CC=CC=C4)O
CHEMBL79697;ccr5_human;Human;No;2;Funct;6.16;6.16;6.16;p(-log);498;9;0;5;5.4;CN(CC(CCN1CCN(CC1)C2=CC=CC=C2)C3=CC(=CC=C3)Cl)S(=O)(=O)C4=CC=CC=C4
CHEMBL2322878;ccr1_human;Human;No;1;Funct;6.97;6.97;6.97;p(-log);465;4;0;7;4.4;CC1=CC(=CC(=C1Cl)OC)N2CCN(CC2)C(=O)CN3C(=C(C(=N3)C(F)(F)F)Cl)C
CHEMBL574596;cxcr3_human;Human;No;2;Funct;6.23;6.26;6.29;p(-log);519;6;1;2;4.6;CCN(CC)C(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)CC5=CC=CC=C5)C(=O)NC6=CC=CC=C6
CHEMBL103268;ccr5_human;Human;No;2;Funct;7.00;7.00;7.00;p(-log);519;10;2;5;4.1;C1CCC(CC1)CN2CC(C(C2)C3=CC=CC=C3)CN4CCC(CC4)(CCCC5=CC=CC=C5C(=O)O)O
CHEMBL402010;ccr2_human;Human;No;1;Funct;6.84;6.84;6.84;p(-log);543;6;1;10;5.4;CC(C)C1(CCC(C1)N2CCC(CC2)C3=NC=CC=N3)C(=O)NCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
CHEMBL1093149;cxcr4_human;Human;Yes;1;Funct;6.69;6.69;6.69;p(-log);349;7;2;4;2.4;C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3=NC4=CC=CC=C4N3
CHEMBL247209;ccr2_human;Human;No;1;Funct;7.26;7.26;7.26;p(-log);532;10;4;10;3.7;CC1=CC(=C(C=C1)CNCC(C(=O)NCC(F)(F)F)NC(=O)CNC(=O)C2=CC(=CC=C2)C(F)(F)F)C
CHEMBL2347626;cxcr4_human;Human;Yes;1;Funct;6.66;6.66;6.66;p(-log);482;13;5;3;4.2;C1=CC=C2C(=C1)C=CC=C2NC(=NCCCCNCCCN=C(N)NC3=CC=CC4=CC=CC=C43)N
CHEMBL173479;ccr5_human;Human;No;1;Funct;9.30;9.30;9.30;p(-log);679;12;1;7;6.3;CCN1C(=CC(=N1)CC2=CC=C(C=C2)OC3=CC=CC=C3)C4CCN(CC4)CC5CN(CC5C6=CC(=CC=C6)F)C(C7CCCCC7)C(=O)O
CHEMBL3639696;ccr3_human;Human;No;1;Funct;7.14;7.14;7.14;p(-log);484;6;2;5;2.7;CC1=C(C=CC(=C1)CN2CCC(CC2)N3C(CCC3=O)C(=O)NC4=CC=CC(=N4)C(=O)NC)Cl
CHEMBL54251;ccr3_human;Human;No;1;Funct;5.80;5.80;5.80;p(-log);422;6;1;3;4.6;COC1=CC=CC(=C1)NC(=O)N2CCC(CC2)CN3CCC(CC3)CC4=CC=CC=C4
CHEMBL374862;cxcr4_human;Human;Yes;1;Funct;6.59;6.59;6.59;p(-log);744;12;9;8;0.2;CN1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1=O)CC2=CC=C(C=C2)O)CCCN=C(N)N)CCCN=C(N)N)CC3=CC4=CC=CC=C4C=C3
CHEMBL246804;ccr3_human;Human;No;1;Funct;5.82;5.82;5.82;p(-log);586;10;5;8;3.8;CC1=C(C=CC(=C1)Br)CNCC(C(=O)NC(C)(C)C)NC(=O)CNC(=O)C2=C(C(=CC=C2)C(F)(F)F)N
CHEMBL246804;ccr2_human;Human;No;3;Funct;6.82;7.32;7.70;p(-log);586;10;5;8;3.8;CC1=C(C=CC(=C1)Br)CNCC(C(=O)NC(C)(C)C)NC(=O)CNC(=O)C2=C(C(=CC=C2)C(F)(F)F)N
CHEMBL3704028;ccrl2_human;Human;No;1;Funct;8.05;8.05;8.05;p(-log);433;6;2;8;4.1;C=CC1CCC(CC1)N2CC(C2)NC(=O)CNC3=NC=NC4=C3C=C(C=C4)C(F)(F)F
CHEMBL244603;cxcr3_human;Human;No;1;Funct;7.16;7.16;7.16;p(-log);437;5;2;4;3.8;CC1(C2CC=C(C1C2)CN3CCC(CC3)NC(=O)NC4=CN=CC(=C4)C5=CC=CS5)C
CHEMBL2322890;ccr1_human;Human;No;1;Funct;7.01;7.01;7.01;p(-log);421;3;0;6;4.0;CC1=C(C(=NN1CC(=O)N2CCN(CC2)C3=CC=C(C=C3)Cl)C(F)(F)F)Cl
CHEMBL3104677;ccr5_human;Human;Yes;1;Funct;6.69;6.69;6.69;p(-log);581;10;0;4;4.4;CCN(CC1=CC=C(C=C1)C)C(=O)C2CCN(CC2)CCCN(C3=CC(=CC=C3)Cl)C(=O)C4CCN(CC4)C(=O)C
CHEMBL194494;cxcr3_human;Human;Yes;3;Funct;5.50;6.13;6.60;p(-log);509;14;0;5;6.6;CCCCCCCCCC(=O)N(CCN(C)C)C(C)C1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)F
CHEMBL2181467;cxcr3_human;Human;No;2;Funct;6.20;6.80;7.40;p(-log);645;15;3;5;4.8;C1C(N(CC2=CC=CC=C21)C(=O)CCC(=O)C3=CC=CC=C3)C(=O)NC(CCCCN)C(=O)NCC(C4=CC=CC=C4)C5=CC=CC=C5
CHEMBL60711;ccr5_human;Human;No;2;Funct;6.55;6.94;7.32;p(-log);493;5;1;3;6.2;CC1(CCN(CC1)C(=O)C2=CNC3=CC=CC=C32)N4CCC(CC4)N(C5=CC=CC=C5)C6=CC=CC=C6
CHEMBL182731;ccr5_human;Human;No;1;Funct;6.20;6.20;6.20;p(-log);485;10;0;4;5.5;CN(C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CC4=CC=C(C=C4)C(=O)OC
